perception,estimator,controller,centroid_method,preset,trajectory,status,mean_error_px,max_error_px,lock_rate_pct,nan_inf
SOTA_FOURIER_GMM,IMM_ADAPTIVE_EKF,PID,geometric,RECOVERY,sinusoidal,PASSED,43.24,109.06,0.0,NO
SOTA_FOURIER_GMM,IMM_ADAPTIVE_EKF,PID,geometric,RECOVERY,circular,PASSED,308.05,314.92,40.0,NO
SOTA_FOURIER_GMM,IMM_ADAPTIVE_EKF,PID,geometric,RECOVERY,straight,PASSED,13.83,20.21,40.0,NO
SOTA_FOURIER_GMM,IMM_ADAPTIVE_EKF,PID,geometric,RECOVERY,random,PASSED,12.79,15.44,40.0,NO
SOTA_FOURIER_GMM,IMM_ADAPTIVE_EKF,PID,geometric,RECOVERY,spiral,PASSED,58.63,64.76,40.0,NO
SOTA_FOURIER_GMM,IMM_ADAPTIVE_EKF,PID,geometric,ADVERSARIAL,figure8,PASSED,25.28,31.92,40.0,NO
SOTA_FOURIER_GMM,IMM_ADAPTIVE_EKF,PID,geometric,ADVERSARIAL,sinusoidal,PASSED,76.21,218.8,0.0,NO
SOTA_FOURIER_GMM,IMM_ADAPTIVE_EKF,PID,geometric,ADVERSARIAL,circular,PASSED,287.27,308.03,0.0,NO
SOTA_FOURIER_GMM,IMM_ADAPTIVE_EKF,PID,geometric,ADVERSARIAL,straight,PASSED,24.94,43.49,40.0,NO
SOTA_FOURIER_GMM,IMM_ADAPTIVE_EKF,PID,geometric,ADVERSARIAL,random,PASSED,16.13,18.72,40.0,NO
SOTA_FOURIER_GMM,IMM_ADAPTIVE_EKF,PID,geometric,ADVERSARIAL,spiral,PASSED,63.37,72.81,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,NOMINAL,figure8,PASSED,14.46,33.92,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,NOMINAL,sinusoidal,PASSED,37.01,120.83,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,NOMINAL,circular,PASSED,298.19,300.33,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,NOMINAL,straight,PASSED,3.47,6.03,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,NOMINAL,random,PASSED,2.46,2.5,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,NOMINAL,spiral,PASSED,48.84,51.99,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,DIFFICULT,figure8,PASSED,15.07,34.28,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,DIFFICULT,sinusoidal,PASSED,36.79,117.89,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,DIFFICULT,circular,PASSED,303.24,304.26,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,DIFFICULT,straight,PASSED,3.95,6.75,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,DIFFICULT,random,PASSED,4.76,6.06,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,DIFFICULT,spiral,PASSED,51.98,55.51,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,SEVERE,figure8,PASSED,18.95,35.44,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,SEVERE,sinusoidal,PASSED,10.95,10.95,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,SEVERE,circular,PASSED,309.5,313.02,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,SEVERE,straight,PASSED,11.35,15.65,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,SEVERE,random,PASSED,12.55,13.41,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,SEVERE,spiral,PASSED,61.22,68.75,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,RECOVERY,figure8,PASSED,20.24,29.17,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,RECOVERY,sinusoidal,PASSED,41.91,110.08,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,RECOVERY,circular,PASSED,312.24,318.12,20.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,RECOVERY,straight,PASSED,16.84,36.13,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,RECOVERY,random,PASSED,18.6,31.46,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,RECOVERY,spiral,PASSED,62.55,68.68,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,ADVERSARIAL,figure8,PASSED,27.06,40.18,20.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,ADVERSARIAL,sinusoidal,PASSED,76.22,218.8,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,ADVERSARIAL,circular,PASSED,287.24,308.03,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,ADVERSARIAL,straight,PASSED,21.29,35.25,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,ADVERSARIAL,random,PASSED,20.84,33.01,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,weighted_cog,ADVERSARIAL,spiral,PASSED,65.81,86.07,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,NOMINAL,figure8,PASSED,14.46,33.92,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,NOMINAL,sinusoidal,PASSED,37.01,120.83,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,NOMINAL,circular,PASSED,298.19,300.33,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,NOMINAL,straight,PASSED,3.47,6.03,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,NOMINAL,random,PASSED,2.46,2.5,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,NOMINAL,spiral,PASSED,48.84,51.99,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,DIFFICULT,figure8,PASSED,15.07,34.28,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,DIFFICULT,sinusoidal,PASSED,36.79,117.89,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,DIFFICULT,circular,PASSED,303.24,304.26,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,DIFFICULT,straight,PASSED,3.95,6.75,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,DIFFICULT,random,PASSED,4.76,6.06,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,DIFFICULT,spiral,PASSED,51.98,55.51,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,SEVERE,figure8,PASSED,18.95,35.44,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,SEVERE,sinusoidal,PASSED,10.95,10.95,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,SEVERE,circular,PASSED,309.5,313.02,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,SEVERE,straight,PASSED,11.35,15.65,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,SEVERE,random,PASSED,12.55,13.41,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,SEVERE,spiral,PASSED,61.22,68.75,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,RECOVERY,figure8,PASSED,20.24,29.17,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,RECOVERY,sinusoidal,PASSED,41.91,110.08,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,RECOVERY,circular,PASSED,312.24,318.12,20.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,RECOVERY,straight,PASSED,16.84,36.13,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,RECOVERY,random,PASSED,18.6,31.46,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,RECOVERY,spiral,PASSED,62.55,68.68,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,ADVERSARIAL,figure8,PASSED,27.06,40.18,20.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,ADVERSARIAL,sinusoidal,PASSED,76.22,218.8,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,ADVERSARIAL,circular,PASSED,287.24,308.03,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,ADVERSARIAL,straight,PASSED,21.29,35.25,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,ADVERSARIAL,random,PASSED,20.84,33.01,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,gaussian_fit,ADVERSARIAL,spiral,PASSED,65.81,86.07,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,NOMINAL,figure8,PASSED,14.46,33.92,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,NOMINAL,sinusoidal,PASSED,37.01,120.83,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,NOMINAL,circular,PASSED,298.19,300.33,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,NOMINAL,straight,PASSED,3.47,6.03,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,NOMINAL,random,PASSED,2.46,2.5,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,NOMINAL,spiral,PASSED,48.84,51.99,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,DIFFICULT,figure8,PASSED,15.07,34.28,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,DIFFICULT,sinusoidal,PASSED,36.79,117.89,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,DIFFICULT,circular,PASSED,303.24,304.26,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,DIFFICULT,straight,PASSED,3.95,6.75,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,DIFFICULT,random,PASSED,4.76,6.06,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,DIFFICULT,spiral,PASSED,51.98,55.51,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,SEVERE,figure8,PASSED,18.95,35.44,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,SEVERE,sinusoidal,PASSED,10.95,10.95,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,SEVERE,circular,PASSED,309.5,313.02,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,SEVERE,straight,PASSED,11.35,15.65,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,SEVERE,random,PASSED,12.55,13.41,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,SEVERE,spiral,PASSED,61.22,68.75,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,RECOVERY,figure8,PASSED,20.24,29.17,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,RECOVERY,sinusoidal,PASSED,41.91,110.08,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,RECOVERY,circular,PASSED,312.24,318.12,20.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,RECOVERY,straight,PASSED,16.84,36.13,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,RECOVERY,random,PASSED,18.6,31.46,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,RECOVERY,spiral,PASSED,62.55,68.68,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,ADVERSARIAL,figure8,PASSED,27.06,40.18,20.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,ADVERSARIAL,sinusoidal,PASSED,76.22,218.8,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,ADVERSARIAL,circular,PASSED,287.24,308.03,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,ADVERSARIAL,straight,PASSED,21.29,35.25,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,ADVERSARIAL,random,PASSED,20.84,33.01,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,ADRC_NONLINEAR,geometric,ADVERSARIAL,spiral,PASSED,65.81,86.07,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,NOMINAL,figure8,PASSED,14.46,33.92,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,NOMINAL,sinusoidal,PASSED,37.01,120.83,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,NOMINAL,circular,PASSED,298.19,300.33,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,NOMINAL,straight,PASSED,3.47,6.03,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,NOMINAL,random,PASSED,2.46,2.5,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,NOMINAL,spiral,PASSED,48.84,51.99,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,DIFFICULT,figure8,PASSED,15.07,34.28,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,DIFFICULT,sinusoidal,PASSED,36.79,117.89,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,DIFFICULT,circular,PASSED,303.24,304.26,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,DIFFICULT,straight,PASSED,3.95,6.75,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,DIFFICULT,random,PASSED,4.76,6.06,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,DIFFICULT,spiral,PASSED,51.98,55.51,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,SEVERE,figure8,PASSED,18.95,35.44,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,SEVERE,sinusoidal,PASSED,10.95,10.95,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,SEVERE,circular,PASSED,309.5,313.02,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,SEVERE,straight,PASSED,11.35,15.65,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,SEVERE,random,PASSED,12.55,13.41,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,SEVERE,spiral,PASSED,61.22,68.75,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,RECOVERY,figure8,PASSED,20.24,29.17,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,RECOVERY,sinusoidal,PASSED,41.91,110.08,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,RECOVERY,circular,PASSED,312.24,318.12,20.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,RECOVERY,straight,PASSED,16.84,36.13,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,RECOVERY,random,PASSED,18.6,31.46,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,RECOVERY,spiral,PASSED,62.55,68.68,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,ADVERSARIAL,figure8,PASSED,27.06,40.18,20.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,ADVERSARIAL,sinusoidal,PASSED,76.22,218.8,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,ADVERSARIAL,circular,PASSED,287.24,308.03,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,ADVERSARIAL,straight,PASSED,21.29,35.25,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,ADVERSARIAL,random,PASSED,20.84,33.01,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,weighted_cog,ADVERSARIAL,spiral,PASSED,65.81,86.07,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,NOMINAL,figure8,PASSED,14.46,33.92,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,NOMINAL,sinusoidal,PASSED,37.01,120.83,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,NOMINAL,circular,PASSED,298.19,300.33,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,NOMINAL,straight,PASSED,3.47,6.03,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,NOMINAL,random,PASSED,2.46,2.5,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,NOMINAL,spiral,PASSED,48.84,51.99,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,DIFFICULT,figure8,PASSED,15.07,34.28,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,DIFFICULT,sinusoidal,PASSED,36.79,117.89,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,DIFFICULT,circular,PASSED,303.24,304.26,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,DIFFICULT,straight,PASSED,3.95,6.75,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,DIFFICULT,random,PASSED,4.76,6.06,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,DIFFICULT,spiral,PASSED,51.98,55.51,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,SEVERE,figure8,PASSED,18.95,35.44,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,SEVERE,sinusoidal,PASSED,10.95,10.95,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,SEVERE,circular,PASSED,309.5,313.02,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,SEVERE,straight,PASSED,11.35,15.65,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,SEVERE,random,PASSED,12.55,13.41,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,SEVERE,spiral,PASSED,61.22,68.75,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,RECOVERY,figure8,PASSED,20.24,29.17,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,RECOVERY,sinusoidal,PASSED,41.91,110.08,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,RECOVERY,circular,PASSED,312.24,318.12,20.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,RECOVERY,straight,PASSED,16.84,36.13,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,RECOVERY,random,PASSED,18.6,31.46,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,RECOVERY,spiral,PASSED,62.55,68.68,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,ADVERSARIAL,figure8,PASSED,27.06,40.18,20.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,ADVERSARIAL,sinusoidal,PASSED,76.22,218.8,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,ADVERSARIAL,circular,PASSED,287.24,308.03,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,ADVERSARIAL,straight,PASSED,21.29,35.25,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,ADVERSARIAL,random,PASSED,20.84,33.01,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,gaussian_fit,ADVERSARIAL,spiral,PASSED,65.81,86.07,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,NOMINAL,figure8,PASSED,14.46,33.92,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,NOMINAL,sinusoidal,PASSED,37.01,120.83,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,NOMINAL,circular,PASSED,298.19,300.33,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,NOMINAL,straight,PASSED,3.47,6.03,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,NOMINAL,random,PASSED,2.46,2.5,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,NOMINAL,spiral,PASSED,48.84,51.99,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,DIFFICULT,figure8,PASSED,15.07,34.28,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,DIFFICULT,sinusoidal,PASSED,36.79,117.89,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,DIFFICULT,circular,PASSED,303.24,304.26,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,DIFFICULT,straight,PASSED,3.95,6.75,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,DIFFICULT,random,PASSED,4.76,6.06,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,DIFFICULT,spiral,PASSED,51.98,55.51,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,SEVERE,figure8,PASSED,18.95,35.44,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,SEVERE,sinusoidal,PASSED,10.95,10.95,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,SEVERE,circular,PASSED,309.5,313.02,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,SEVERE,straight,PASSED,11.35,15.65,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,SEVERE,random,PASSED,12.55,13.41,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,SEVERE,spiral,PASSED,61.22,68.75,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,RECOVERY,figure8,PASSED,20.24,29.17,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,RECOVERY,sinusoidal,PASSED,41.91,110.08,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,RECOVERY,circular,PASSED,312.24,318.12,20.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,RECOVERY,straight,PASSED,16.84,36.13,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,RECOVERY,random,PASSED,18.6,31.46,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,RECOVERY,spiral,PASSED,62.55,68.68,40.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,ADVERSARIAL,figure8,PASSED,27.06,40.18,20.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,ADVERSARIAL,sinusoidal,PASSED,76.22,218.8,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,ADVERSARIAL,circular,PASSED,287.24,308.03,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,ADVERSARIAL,straight,PASSED,21.29,35.25,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,ADVERSARIAL,random,PASSED,20.84,33.01,0.0,NO
SOTA_FOURIER_GMM,STANDARD_EKF,PID,geometric,ADVERSARIAL,spiral,PASSED,65.81,86.07,0.0,NO
HYBRID,IMM_ADAPTIVE_EKF,ADRC_NONLINEAR,weighted_cog,NOMINAL,figure8,PASSED,15.31,37.92,40.0,NO
HYBRID,IMM_ADAPTIVE_EKF,ADRC_NONLINEAR,weighted_cog,NOMINAL,sinusoidal,PASSED,36.07,119.77,0.0,NO
HYBRID,IMM_ADAPTIVE_EKF,ADRC_NONLINEAR,weighted_cog,NOMINAL,circular,PASSED,299.96,300.05,40.0,NO
HYBRID,IMM_ADAPTIVE_EKF,ADRC_NONLINEAR,weighted_cog,NOMINAL,straight,PASSED,2.63,6.55,40.0,NO
HYBRID,IMM_ADAPTIVE_EKF,ADRC_NONLINEAR,weighted_cog,NOMINAL,random,PASSED,0.01,0.02,40.0,NO
